,date,open,high,low,close
1244,2019-06-21,77.139999,77.760002,76.870003,76.55268859863281
1245,2019-06-24,77.529999,77.760002,76.809998,76.7867431640625
1246,2019-06-25,77.08000200000001,77.220001,76.190002,77.05542755126953
1247,2019-06-26,76.68,77.129997,76.470001,77.32325744628906
1248,2019-06-27,76.589996,76.75,75.760002,77.60588836669922
1249,2019-06-28,76.190002,76.730003,75.940002,77.78640747070312
1250,2019-07-01,77.129997,77.93,76.290001,77.94247436523438
1251,2019-07-02,76.139999,76.269997,75.410004,78.02833557128906
1252,2019-07-03,75.82,76.5,75.629997,78.03418731689453
1253,2019-07-05,76.190002,76.349998,75.589996,78.04584503173828
1254,2019-07-08,76.139999,76.699997,75.91999799999999,77.98023223876953
1255,2019-07-09,76.449997,76.769997,75.730003,77.88172149658203
1256,2019-07-10,76.800003,77.629997,76.739998,77.84673309326172
1257,2019-07-11,77.410004,77.610001,77.050003,77.89897155761719
1258,2019-07-12,77.75,77.879997,77.5,77.98504638671875
1259,2019-07-15,77.629997,77.739998,76.889999,78.1497573852539
1260,2019-07-16,76.91999799999999,77.07,75.790001,78.2745590209961
1261,2019-07-17,75.739998,75.959999,75.349998,78.35037231445312
1262,2019-07-18,75.029999,75.269997,74.18,78.38268280029297
1263,2019-07-19,74.900002,75.25,74.540001,78.27345275878906
1264,2019-07-22,75.239998,75.300003,74.5,78.10426330566406
1265,2019-07-23,75.150002,75.769997,74.75,77.87416076660156
1266,2019-07-24,75.389999,76.050003,74.849998,77.6456527709961
1267,2019-07-25,75.779999,75.779999,74.800003,77.38945007324219
1268,2019-07-26,74.870003,75.08000200000001,74.599998,77.16072082519531
1269,2019-07-29,74.879997,75.379997,74.699997,76.95609283447266
1270,2019-07-30,75.059998,75.559998,74.889999,76.82200622558594
1271,2019-07-31,75.040001,75.660004,74.260002,76.77938079833984
1272,2019-08-01,73.739998,74.269997,72.269997,76.7427978515625
1273,2019-08-02,72.610001,73.260002,71.18,76.64045715332031
1274,2019-08-05,70.779999,70.91999799999999,69.610001,76.404296875
1275,2019-08-06,70.290001,71.010002,70.279999,76.0117416381836
1276,2019-08-07,69.860001,70.879997,69.400002,75.51573944091797
1277,2019-08-08,70.849998,72.410004,70.620003,74.97184753417969
1278,2019-08-09,72.129997,72.25,70.470001,74.5090560913086
1279,2019-08-12,70.059998,70.160004,69.33000200000001,74.09395599365234
1280,2019-08-13,69.269997,70.620003,68.91999799999999,73.66101837158203
1281,2019-08-14,69.07,69.089996,67.650002,73.27082061767578
1282,2019-08-15,67.459999,67.559998,66.529999,72.8801498413086
1283,2019-08-16,67.779999,68.459999,67.269997,72.50138854980469
1284,2019-08-19,68.970001,69.650002,68.860001,72.11731719970703
1285,2019-08-20,69.300003,69.300003,68.709999,71.83332061767578
1286,2019-08-21,69.959999,69.980003,69.370003,71.55632019042969
1287,2019-08-22,69.910004,69.959999,69.25,71.38096618652344
1288,2019-08-23,68.82,69.529999,67.029999,71.19490814208984
1289,2019-08-26,68.120003,68.260002,67.529999,71.08966827392578
1290,2019-08-27,68.129997,68.440002,66.970001,71.01856231689453
1291,2019-08-28,67.529999,67.980003,67.160004,70.85371398925781
1292,2019-08-29,68.300003,68.66999799999999,68.089996,70.79460906982422
1293,2019-08-30,68.610001,69.08000200000001,68.059998,70.7417221069336
1294,2019-09-03,67.889999,68.68,67.629997,70.6505126953125
1295,2019-09-04,69.5,69.610001,69.089996,70.54293060302734
1296,2019-09-05,69.839996,70.550003,69.699997,70.52613830566406
1297,2019-09-06,70.349998,70.949997,70.120003,70.57243347167969
1298,2019-09-09,71.160004,72.07,70.980003,70.73699951171875
1299,2019-09-10,72.139999,72.849998,71.620003,71.09756469726562
1300,2019-09-11,72.779999,72.839996,71.550003,71.50867462158203
1301,2019-09-12,70.980003,72.160004,70.699997,71.9840087890625
1302,2019-09-13,72.260002,72.720001,72.059998,72.43128204345703
1303,2019-09-16,75.040001,75.18,73.599998,72.84109497070312
1304,2019-09-17,73.82,74.08000200000001,72.629997,73.2745361328125
1305,2019-09-18,72.650002,72.970001,72.33000200000001,73.69708251953125
1306,2019-09-19,72.970001,73.190002,72.190002,74.0457534790039
1307,2019-09-20,72.489998,72.5,71.860001,74.28419494628906
1308,2019-09-23,71.519997,72.360001,71.459999,74.42131042480469
1309,2019-09-24,71.809998,71.870003,70.82,74.4731674194336
1310,2019-09-25,70.980003,71.470001,70.82,74.42097473144531
1311,2019-09-26,71.220001,71.349998,70.68,74.3214111328125
1312,2019-09-27,70.699997,71.66999799999999,70.629997,74.17010498046875
1313,2019-09-30,71.239998,71.449997,70.58000200000001,73.97723388671875
1314,2019-10-01,70.83000200000001,70.910004,68.910004,73.7216567993164
1315,2019-10-02,68.269997,68.589996,67.010002,73.44060516357422
1316,2019-10-03,67.0,68.0,66.309998,73.05994415283203
1317,2019-10-04,68.110001,69.07,67.82,72.62828826904297
1318,2019-10-07,68.699997,69.029999,68.019997,72.20603942871094
1319,2019-10-08,67.540001,67.91999799999999,66.639999,71.78679656982422
1320,2019-10-09,67.300003,67.699997,67.199997,71.3930435180664
1321,2019-10-10,67.43,68.360001,67.379997,70.99662017822266
1322,2019-10-11,68.980003,69.489998,68.889999,70.67605590820312
1323,2019-10-14,68.599998,69.370003,68.589996,70.4283676147461
1324,2019-10-15,69.059998,70.0,69.010002,70.33037567138672
1325,2019-10-16,69.209999,69.529999,68.209999,70.4002685546875
1326,2019-10-17,68.480003,68.879997,68.08000200000001,70.56307220458984
1327,2019-10-18,67.870003,68.150002,67.610001,70.65306854248047
1328,2019-10-21,67.82,68.769997,67.82,70.64799499511719
1329,2019-10-22,68.779999,69.760002,68.650002,70.68289184570312
1330,2019-10-23,68.959999,69.760002,68.779999,70.78529357910156
1331,2019-10-24,69.959999,70.050003,69.019997,70.87741088867188
1332,2019-10-25,68.900002,69.480003,68.900002,70.9461441040039
1333,2019-10-28,69.459999,69.66999799999999,68.58000200000001,70.99900817871094
1334,2019-10-29,68.480003,69.029999,68.239998,71.0374526977539
1335,2019-10-30,68.370003,68.370003,67.269997,71.04362487792969
1336,2019-10-31,67.459999,67.720001,67.139999,71.05526733398438
1337,2019-11-01,68.389999,69.610001,68.309998,71.00533294677734
1338,2019-11-04,70.07,71.870003,69.940002,70.99504089355469
1339,2019-11-05,72.040001,73.120003,71.849998,71.03986358642578
1340,2019-11-06,72.730003,72.870003,71.199997,71.2472152709961
1341,2019-11-07,72.029999,73.029999,72.0,71.53169250488281
1342,2019-11-08,71.610001,71.800003,70.660004,71.95660400390625
1343,2019-11-11,70.209999,70.610001,69.970001,72.35735321044922
1344,2019-11-12,70.269997,70.410004,68.980003,72.70519256591797
1345,2019-11-13,69.019997,69.150002,68.599998,72.91976928710938
1346,2019-11-14,68.860001,68.970001,68.18,73.0051040649414
1347,2019-11-15,68.709999,69.300003,68.66999799999999,72.94231414794922
1348,2019-11-18,68.699997,68.82,68.300003,72.69800567626953
1349,2019-11-19,68.400002,68.559998,67.779999,72.32003784179688
1350,2019-11-20,67.66999799999999,68.540001,67.32,71.86746215820312
1351,2019-11-21,68.019997,69.75,67.91999799999999,71.51470184326172
1352,2019-11-22,69.709999,70.18,69.33000200000001,71.17445373535156
1353,2019-11-25,69.370003,69.440002,68.709999,71.03740692138672
1354,2019-11-26,68.91999799999999,69.040001,68.440002,70.9710922241211
1355,2019-11-27,68.760002,69.089996,68.410004,70.9738540649414
1356,2019-11-29,68.33000200000001,68.529999,68.0,71.00311279296875
1357,2019-12-02,68.5,68.879997,68.370003,71.01549530029297
1358,2019-12-03,68.0,68.25,67.519997,70.97178649902344
1359,2019-12-04,68.25,68.760002,68.139999,70.92980194091797
1360,2019-12-05,68.889999,68.970001,68.209999,70.91361236572266
1361,2019-12-06,68.760002,69.870003,68.760002,70.87932586669922
1362,2019-12-09,69.08000200000001,69.970001,69.019997,70.81024169921875
1363,2019-12-10,69.660004,70.150002,68.699997,70.82331085205078
1364,2019-12-11,68.739998,69.760002,68.66999799999999,70.8915023803711
1365,2019-12-12,68.959999,70.379997,68.900002,70.97462463378906
1366,2019-12-13,70.480003,70.540001,69.120003,71.09920501708984
1367,2019-12-16,69.699997,70.25,69.699997,71.24800872802734
1368,2019-12-17,69.980003,70.379997,69.309998,71.38699340820312
1369,2019-12-18,69.629997,70.290001,69.279999,71.54198455810547
1370,2019-12-19,69.989998,70.050003,69.239998,71.64781951904297
1371,2019-12-20,69.860001,70.230003,69.389999,71.74027252197266
1372,2019-12-23,69.860001,70.300003,69.529999,71.77179718017578
1373,2019-12-24,70.349998,70.5,69.910004,71.81375122070312
1374,2019-12-26,70.190002,70.5,70.010002,71.89167785644531
1375,2019-12-27,70.199997,70.309998,69.879997,71.97374725341797
1376,2019-12-30,70.089996,70.440002,69.400002,71.98171997070312
1377,2019-12-31,69.019997,69.800003,69.010002,72.0252685546875
1378,2020-01-02,70.239998,71.019997,70.239998,72.01365661621094
1379,2020-01-03,71.339996,71.370003,70.160004,72.04853057861328
1380,2020-01-06,70.32,71.360001,70.230003,72.0903091430664
1381,2020-01-07,70.5,70.519997,69.510002,72.18287658691406
1382,2020-01-08,70.110001,70.290001,69.16999799999999,72.24929809570312
1383,2020-01-09,69.139999,69.900002,68.629997,72.25850677490234
1384,2020-01-10,69.93,69.959999,69.120003,72.25184631347656
1385,2020-01-13,69.199997,69.870003,69.110001,72.19468688964844
1386,2020-01-14,69.379997,69.58000200000001,68.889999,72.13407135009766
1387,2020-01-15,69.199997,69.589996,68.889999,72.06864929199219
1388,2020-01-16,69.300003,69.58000200000001,68.800003,71.96589660644531
1389,2020-01-17,68.75,69.08000200000001,68.290001,71.79375457763672
1390,2020-01-21,68.379997,68.41999799999999,67.510002,71.64021301269531
1391,2020-01-22,67.559998,67.699997,67.0,71.42223358154297
1392,2020-01-23,66.709999,66.93,66.050003,71.1894760131836
1393,2020-01-24,66.540001,66.68,66.040001,70.95535278320312
1394,2020-01-27,65.41999799999999,65.730003,64.699997,70.64147186279297
1395,2020-01-28,65.110001,65.199997,64.629997,70.27639770507812
1396,2020-01-29,65.029999,65.129997,63.900002,69.81439971923828
1397,2020-01-30,63.779999,64.879997,63.43,69.33499908447266
1398,2020-01-31,63.200001,63.200001,61.860001000000004,68.86370849609375
1399,2020-02-03,61.380001,61.419998,60.369999,68.35315704345703
1400,2020-02-04,61.450001,61.91,59.889998999999996,67.7685317993164
1401,2020-02-05,60.75,62.93,60.599998,67.13934326171875
1402,2020-02-06,62.93,63.009997999999996,61.779999,66.55577850341797
1403,2020-02-07,61.41,61.66,61.060001,66.04440307617188
1404,2020-02-10,60.48,60.52,59.619999,65.61103820800781
1405,2020-02-11,60.580002,60.889998999999996,60.169998,65.25931549072266
1406,2020-02-12,61.34,61.529999,60.560001,64.92188262939453
1407,2020-02-13,61.060001,61.419998,60.560001,64.65345001220703
