,date,open,high,low,close
1244,2019-06-21,43.243999,44.436001,43.099998,44.63751983642578
1245,2019-06-24,44.647999,45.172001,44.203998999999996,44.27736282348633
1246,2019-06-25,44.877998,45.068001,43.897999,44.242244720458984
1247,2019-06-26,44.062,45.445999,43.619999,44.002647399902344
1248,2019-06-27,43.889998999999996,44.580002,43.470001,43.7943115234375
1249,2019-06-28,44.198002,45.034,44.16,43.99885940551758
1250,2019-07-01,46.042,46.619999,45.256001,44.34964370727539
1251,2019-07-02,45.778,45.830002,44.444,44.87189865112305
1252,2019-07-03,47.877998,48.313999,46.902,45.01190948486328
1253,2019-07-05,46.914001,47.09,46.16,45.817073822021484
1254,2019-07-08,46.248001,46.450001,45.731998,46.40188980102539
1255,2019-07-09,45.793999,46.200001,45.456001,46.34805679321289
1256,2019-07-10,46.830002,47.787997999999995,46.627998,46.04964065551758
1257,2019-07-11,47.627998,48.299999,47.16,46.599647521972656
1258,2019-07-12,47.950001,49.076,47.942001,47.20878601074219
1259,2019-07-15,49.599998,50.883998999999996,48.972,48.09605407714844
1260,2019-07-16,49.860001000000004,50.706001,49.585999,49.443077087402344
1261,2019-07-17,51.133998999999996,51.661999,50.669998,50.248199462890625
1262,2019-07-18,51.009997999999996,51.150002,50.377998,50.708518981933594
1263,2019-07-19,51.138,51.992001,50.924,50.680484771728516
1264,2019-07-22,51.75,52.43,50.838001,50.91061782836914
1265,2019-07-23,51.341999,52.096001,50.900002,50.94788360595703
1266,2019-07-24,51.834,53.214001,51.632,51.292701721191406
1267,2019-07-25,46.700001,46.900002,45.110001000000004,52.004539489746094
1268,2019-07-26,45.383998999999996,46.051998,44.450001,49.433345794677734
1269,2019-07-29,45.417999,47.188,45.206001,46.66340255737305
1270,2019-07-30,46.580002,48.672001,46.436001,45.83175277709961
1271,2019-07-31,48.599998,49.335999,47.330002,46.70787048339844
1272,2019-08-01,48.529999,48.902,46.354,47.735042572021484
1273,2019-08-02,46.27,47.254002,45.846001,47.672325134277344
1274,2019-08-05,45.919998,46.273998,45.155998,47.241920471191406
1275,2019-08-06,46.375999,46.5,45.150002,46.37124252319336
1276,2019-08-07,45.299999,46.714001,45.16,45.86921691894531
1277,2019-08-08,46.889998999999996,47.959998999999996,46.529999,45.91311264038086
1278,2019-08-09,47.209998999999996,47.792,46.762001,46.710174560546875
1279,2019-08-12,46.598,47.153999,45.75,47.09440994262695
1280,2019-08-13,45.762001,47.200001,45.509997999999996,46.58665466308594
1281,2019-08-14,46.242001,46.299999,43.338001,46.47591018676758
1282,2019-08-15,44.172001,44.312,42.310001,45.25014114379883
1283,2019-08-16,43.332001,44.448002,43.203998999999996,43.79954147338867
1284,2019-08-19,44.841999,45.566002000000005,44.34,43.30962371826172
1285,2019-08-20,45.523998,45.818001,44.908001,44.05176544189453
1286,2019-08-21,44.402,44.644001,43.52,44.81370544433594
1287,2019-08-22,44.560001,45.080002,43.644001,44.771728515625
1288,2019-08-23,43.993999,44.234001,42.200001,44.532249450683594
1289,2019-08-26,42.720001,43.004002,42.307999,43.4151611328125
1290,2019-08-27,43.147999,43.759997999999996,42.405998,42.7717170715332
1291,2019-08-28,42.737999,43.450001,42.462002000000005,42.48847961425781
1292,2019-08-29,43.799999,44.68,43.599998,42.65718078613281
1293,2019-08-30,45.830002,46.487999,44.841999,43.4509391784668
1294,2019-09-03,44.816002000000005,45.790001000000004,44.632,44.44660186767578
1295,2019-09-04,45.377998,45.692001,43.841999,44.97541046142578
1296,2019-09-05,44.5,45.959998999999996,44.169998,44.70260238647461
1297,2019-09-06,45.439999,45.928001,45.034,45.0304069519043
1298,2019-09-09,46.0,46.751999,45.846001,45.2470703125
1299,2019-09-10,46.16,47.108002,45.787997999999995,45.72301483154297
1300,2019-09-11,47.476002,49.633998999999996,47.200001,46.39110565185547
1301,2019-09-12,49.540001000000004,50.700001,48.880001,47.855194091796875
1302,2019-09-13,49.391998,49.689999,48.973999,48.8614387512207
1303,2019-09-16,49.200001,49.486,48.234001,49.13768768310547
1304,2019-09-17,48.493999,49.119999,48.074001,48.810665130615234
1305,2019-09-18,49.0,49.633998999999996,48.473999,48.59724807739258
1306,2019-09-19,49.200001,49.588001,48.967999,48.45402526855469
1307,2019-09-20,49.298,49.389998999999996,47.632,48.63629913330078
1308,2019-09-23,48.0,49.035999,47.844002,48.392757415771484
1309,2019-09-24,48.304001,48.397999,44.521999,48.1414909362793
1310,2019-09-25,44.911999,45.796001000000004,43.672001,46.465599060058594
1311,2019-09-26,46.132,48.661999,45.48,45.4310188293457
1312,2019-09-27,48.439999,49.742001,47.745998,46.387420654296875
1313,2019-09-30,48.599998,48.796001000000004,47.222,47.619258880615234
1314,2019-10-01,48.299999,49.189999,47.826,48.24907684326172
1315,2019-10-02,48.658001,48.93,47.886002000000005,48.68415451049805
1316,2019-10-03,46.372002,46.896,44.855999,48.72829818725586
1317,2019-10-04,46.321999,46.956001,45.613997999999995,47.67964172363281
1318,2019-10-07,45.959998999999996,47.712002000000005,45.709998999999996,46.558753967285156
1319,2019-10-08,47.174,48.787997999999995,46.900002,46.466270446777344
1320,2019-10-09,48.264,49.459998999999996,48.130001,47.10990905761719
1321,2019-10-10,49.056,49.855999,48.316002000000005,48.080970764160156
1322,2019-10-11,49.43,50.216,49.362,48.71250915527344
1323,2019-10-14,49.580002,51.709998999999996,49.425999,49.220855712890625
1324,2019-10-15,51.540001000000004,52.0,50.824001,50.24582290649414
1325,2019-10-16,51.478001,52.419998,51.383998999999996,51.053489685058594
1326,2019-10-17,52.5,52.956001,52.034,51.550445556640625
1327,2019-10-18,52.139998999999996,52.560001,51.02,51.942535400390625
1328,2019-10-21,51.666,51.900002,50.035999,51.689788818359375
1329,2019-10-22,50.863997999999995,51.666,50.169998,50.98760986328125
1330,2019-10-23,50.900002,51.228001,50.27,50.645694732666016
1331,2019-10-24,59.674,60.986,57.84,50.531982421875
1332,2019-10-25,59.543999,66.0,59.222,54.490299224853516
1333,2019-10-28,65.508003,68.167999,64.519997,60.72654342651367
1334,2019-10-29,63.998001,64.860001,62.950001,64.84532165527344
1335,2019-10-30,62.599998,63.757999,61.993999,65.23816680908203
1336,2019-10-31,62.619999,63.799999,62.599998,63.94770431518555
1337,2019-11-01,63.264,63.296001000000004,61.959998999999996,62.638824462890625
1338,2019-11-04,62.959998999999996,64.388,61.852001,61.81885528564453
1339,2019-11-05,63.924,64.702003,63.223999,61.96623229980469
1340,2019-11-06,63.599998,65.344002,62.900002,62.47355270385742
1341,2019-11-07,65.82800300000001,68.300003,65.603996,63.81976318359375
1342,2019-11-08,66.900002,67.491997,66.5,65.54804229736328
1343,2019-11-11,68.790001,69.837997,68.400002,66.72968292236328
1344,2019-11-12,69.379997,70.07399699999999,68.807999,67.87181854248047
1345,2019-11-13,71.0,71.265999,69.03600300000001,68.94893646240234
1346,2019-11-14,69.222,70.76799799999999,68.582001,69.1538314819336
1347,2019-11-15,70.127998,70.559998,69.67199699999999,69.20987701416016
1348,2019-11-18,70.584,70.629997,69.220001,69.4737777709961
1349,2019-11-19,70.349998,71.998001,69.559998,69.50933837890625
1350,2019-11-20,72.0,72.239998,69.914001,70.30665588378906
1351,2019-11-21,70.902,72.167999,70.800003,70.4062271118164
1352,2019-11-22,68.031998,68.199997,66.0,70.39778137207031
