Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,112.010002,115.980003,111.690002,115.209999,101.942413,4239900
2019-01-03,114.529999,114.879997,112.690002,112.910004,99.907280,4346700
2019-01-04,114.910004,117.489998,114.440002,117.320000,103.809410,4477800
2019-01-07,117.500000,118.830002,116.669998,118.150002,104.543831,3751200
2019-01-08,119.660004,120.570000,118.980003,119.830002,106.030357,4763600
2019-01-09,120.910004,121.400002,119.870003,120.690002,106.791328,3633700
2019-01-10,120.080002,121.860001,119.949997,121.790001,107.764648,3910000
2019-01-11,121.580002,121.620003,120.199997,121.459999,107.472664,3722400
2019-01-14,120.510002,120.650002,119.760002,120.389999,106.525879,5228700
2019-01-15,120.959999,121.930000,120.820000,121.730003,107.711563,3507500
2019-01-16,121.580002,122.000000,120.830002,121.620003,107.614227,3841100
2019-01-17,120.559998,122.410004,120.550003,122.190002,108.118599,5029900
2019-01-18,123.269997,124.720001,122.709999,123.820000,109.560867,6008500
2019-01-22,123.300003,123.800003,121.540001,122.519997,108.410576,10052400
2019-01-23,131.369995,135.000000,130.309998,132.889999,117.586357,22063700
2019-01-24,132.630005,133.210007,131.429993,132.529999,117.267830,6322900
2019-01-25,132.869995,134.440002,132.429993,133.970001,118.542007,5707400
2019-01-28,133.100006,134.809998,132.580002,134.270004,118.807472,5357700
2019-01-29,134.289993,135.410004,133.600006,134.330002,118.860527,5037100
2019-01-30,134.000000,135.029999,133.250000,134.380005,118.904778,4500900
2019-01-31,134.449997,134.720001,133.740005,134.419998,118.940170,4884000
2019-02-01,134.970001,135.199997,133.350006,134.100006,118.657043,3806000
2019-02-04,134.020004,135.199997,132.990005,135.190002,119.621490,3966600
2019-02-05,135.279999,135.820007,134.919998,135.550003,119.940048,5398900
2019-02-06,135.220001,136.649994,135.169998,136.320007,120.621368,4879700
2019-02-07,133.550003,134.470001,132.119995,133.190002,119.224937,4379400
2019-02-08,132.339996,133.710007,132.190002,133.710007,119.690407,3249800
2019-02-11,134.289993,135.149994,133.910004,133.990005,119.941071,3095100
2019-02-12,135.149994,136.199997,134.860001,136.050003,121.785065,3317200
2019-02-13,136.919998,137.919998,136.410004,137.520004,123.100952,4253000
2019-02-14,137.169998,137.600006,136.210007,136.479996,122.169991,2789400
2019-02-15,137.580002,138.190002,137.389999,138.029999,123.557472,3844100
2019-02-19,137.809998,138.699997,137.360001,138.699997,124.157211,3385700
2019-02-20,138.759995,139.240005,137.220001,138.000000,123.530609,3802000
2019-02-21,137.820007,138.350006,137.350006,137.839996,123.387390,2937300
2019-02-22,138.729996,139.380005,138.429993,139.250000,124.649574,3113700
2019-02-25,140.000000,140.470001,139.320007,139.460007,124.837509,3194200
2019-02-26,139.669998,140.490005,139.470001,139.720001,125.070267,3060400
2019-02-27,139.250000,139.570007,138.399994,139.169998,124.577957,2530900
2019-02-28,138.770004,139.059998,137.720001,138.130005,123.646988,3457800
2019-03-01,139.309998,140.039993,138.639999,139.199997,124.604782,3030000
2019-03-04,139.990005,140.080002,137.169998,138.429993,123.915535,3406900
2019-03-05,138.369995,138.740005,137.559998,137.880005,123.423203,4250300
2019-03-06,138.119995,138.389999,136.720001,136.979996,122.617554,2768300
2019-03-07,136.610001,136.889999,134.630005,135.360001,121.167412,4358800
2019-03-08,134.210007,135.240005,133.580002,135.089996,120.925735,3773600
2019-03-11,136.029999,137.729996,135.839996,137.710007,123.271011,3939300
2019-03-12,138.520004,139.699997,137.860001,138.279999,123.781250,3954700
2019-03-13,138.050003,139.320007,137.850006,138.559998,124.031891,3173200
2019-03-14,138.509995,138.940002,138.059998,138.789993,124.237770,2738600
2019-03-15,139.369995,140.330002,139.229996,139.429993,124.810661,7153700
2019-03-18,139.830002,140.369995,138.720001,140.210007,125.508888,3268500
2019-03-19,140.960007,141.699997,140.000000,140.490005,125.759537,3482300
2019-03-20,140.529999,140.699997,138.979996,139.600006,124.962837,3649500
2019-03-21,139.100006,142.119995,138.880005,141.440002,126.609917,3605400
2019-03-22,140.970001,141.440002,138.899994,139.449997,124.828583,3877200
2019-03-25,139.059998,139.910004,138.350006,139.179993,124.586876,2839800
2019-03-26,139.929993,141.020004,139.419998,140.220001,125.517845,2553700
2019-03-27,140.410004,140.490005,138.399994,139.240005,124.640594,3098200
2019-03-28,139.910004,140.440002,139.100006,139.919998,125.249283,2663900
2019-03-29,140.500000,141.220001,140.149994,141.100006,126.305580,3101400
2019-04-01,141.509995,143.410004,141.509995,143.300003,128.274902,3984300
2019-04-02,143.350006,143.949997,142.600006,143.000000,128.006363,2404800
2019-04-03,143.649994,144.220001,143.009995,143.630005,128.570328,2681200
2019-04-04,143.619995,144.139999,142.539993,142.779999,127.809418,2771100
2019-04-05,143.289993,143.500000,142.460007,143.279999,128.257004,2731800
2019-04-08,143.020004,143.419998,142.869995,143.389999,128.355484,2118200
2019-04-09,142.660004,142.949997,141.839996,142.110001,127.209686,3038500
2019-04-10,142.199997,143.500000,141.979996,143.020004,128.024261,2678000
2019-04-11,143.800003,144.110001,143.029999,143.779999,128.704575,2942000
2019-04-12,144.259995,144.440002,143.699997,144.350006,129.214798,2898900
2019-04-15,144.399994,144.460007,143.270004,143.899994,128.811981,3603200
2019-04-16,144.399994,145.389999,144.020004,145.139999,129.921967,6301700
2019-04-17,137.369995,141.979996,136.259995,139.110001,124.524231,12525700
2019-04-18,139.000000,140.490005,138.699997,140.330002,125.616318,4960000
2019-04-22,139.419998,140.559998,138.479996,138.889999,124.327293,4494000
2019-04-23,139.149994,140.919998,138.940002,140.440002,125.714783,4462200
2019-04-24,140.600006,141.309998,139.779999,139.949997,125.276161,2774900
2019-04-25,139.699997,139.750000,137.710007,138.630005,124.094574,2910100
2019-04-26,139.339996,139.889999,138.809998,139.440002,124.819626,2319800
2019-04-29,139.149994,139.630005,138.809998,139.050003,124.470505,2958300
2019-04-30,139.110001,140.440002,138.679993,140.270004,125.562607,4638800
2019-05-01,140.550003,141.809998,140.169998,140.559998,125.822174,3053700
2019-05-02,140.500000,141.279999,139.410004,139.589996,124.953896,3541400
2019-05-03,139.699997,141.000000,139.630005,140.250000,125.544678,2579900
2019-05-06,138.300003,140.690002,137.899994,140.380005,125.661072,2793300
2019-05-07,139.149994,139.509995,136.190002,137.639999,123.208359,4726800
2019-05-08,137.770004,138.699997,137.130005,138.000000,123.530609,3818900
2019-05-09,134.889999,135.580002,133.029999,135.339996,122.588615,4192700
2019-05-10,134.880005,135.750000,132.419998,135.320007,122.570496,3977600
2019-05-13,133.279999,133.570007,130.960007,131.419998,119.037918,4958000
2019-05-14,131.820007,134.320007,131.679993,133.309998,120.749847,3280400
2019-05-15,132.589996,134.589996,132.369995,134.399994,121.737167,2551000
2019-05-16,134.740005,136.110001,134.639999,135.880005,123.077736,3017300
2019-05-17,134.679993,135.410004,133.940002,134.320007,121.664703,2619100
2019-05-20,133.529999,135.429993,132.929993,135.119995,122.389305,3264500
2019-05-21,136.119995,137.059998,135.789993,136.449997,123.594009,2503500
2019-05-22,136.000000,136.750000,135.710007,136.350006,123.503456,1849800
2019-05-23,135.130005,135.130005,130.440002,132.389999,119.916534,5343400
2019-05-24,133.529999,134.250000,131.589996,132.279999,119.816917,2596100
2019-05-28,132.130005,132.639999,130.270004,130.460007,118.168388,4908800
2019-05-29,130.000000,130.279999,128.320007,129.690002,117.470940,3679000
2019-05-30,129.740005,129.970001,128.929993,129.570007,117.362244,2741900
2019-05-31,128.440002,128.440002,126.849998,126.989998,115.025322,3539300
2019-06-03,127.099998,128.559998,127.059998,128.270004,116.184715,4266900
2019-06-04,129.559998,132.740005,129.089996,132.690002,120.188278,3913500
2019-06-05,133.380005,133.610001,130.470001,131.490005,119.101357,3161300
2019-06-06,132.190002,132.649994,130.899994,132.220001,119.762573,2298200
2019-06-07,132.470001,134.720001,132.210007,133.309998,120.749847,2553400
2019-06-10,134.380005,135.350006,133.910004,134.740005,122.045120,2911300
2019-06-11,135.320007,136.460007,135.050003,135.949997,123.141136,3407300
2019-06-12,135.559998,135.940002,134.410004,134.869995,122.162880,2254700
2019-06-13,135.130005,136.270004,135.089996,135.759995,122.969002,2955300
2019-06-14,135.440002,135.880005,134.429993,135.149994,122.416481,2193300
2019-06-17,135.389999,136.029999,134.699997,134.949997,122.235336,2194100
2019-06-18,135.199997,137.190002,135.199997,136.380005,123.530609,2914700
2019-06-19,136.429993,138.360001,136.240005,137.080002,124.164658,2382400
2019-06-20,138.929993,139.539993,138.199997,138.850006,125.767883,3071000
2019-06-21,138.440002,139.539993,138.389999,139.199997,126.084938,5288700
2019-06-24,139.199997,140.149994,139.050003,139.350006,126.220795,2186000
2019-06-25,139.460007,139.550003,138.130005,138.360001,125.324066,2801200
2019-06-26,138.869995,139.679993,138.410004,138.520004,125.469002,2284600
2019-06-27,138.720001,139.300003,137.949997,138.520004,125.469002,2149800
2019-06-28,138.570007,139.139999,137.839996,137.899994,124.907394,6153900
2019-07-01,139.600006,141.490005,139.279999,139.880005,126.700851,3377700
2019-07-02,139.750000,140.429993,139.470001,140.220001,127.008827,2409700
2019-07-03,140.720001,141.820007,140.429993,141.539993,128.204422,1930400
2019-07-05,140.869995,141.490005,139.910004,141.380005,128.059525,2134700
2019-07-08,141.050003,141.289993,140.270004,140.570007,127.325844,2395300
2019-07-09,140.610001,140.990005,139.130005,139.330002,126.202682,3365200
2019-07-10,140.000000,141.910004,139.789993,140.470001,127.235268,2513900
2019-07-11,140.789993,141.580002,140.300003,141.240005,127.932724,2132900
2019-07-12,141.919998,142.919998,141.660004,142.740005,129.291382,2786200
2019-07-15,142.889999,143.509995,142.119995,143.320007,129.816772,2368300
2019-07-16,143.169998,144.039993,143.020004,143.529999,130.006958,3474700
2019-07-17,143.610001,143.800003,141.949997,143.070007,129.590317,6064300
2019-07-18,142.500000,150.309998,142.199997,149.630005,135.532227,12692600
2019-07-19,149.960007,151.580002,149.550003,149.679993,135.577515,7290700
2019-07-22,150.160004,151.940002,149.699997,149.740005,135.631866,4092600
2019-07-23,150.570007,150.720001,148.380005,150.380005,136.211594,3742200
2019-07-24,150.119995,151.449997,149.199997,150.029999,135.894547,2952400
2019-07-25,149.820007,150.619995,148.610001,150.389999,136.220642,3102100
2019-07-26,151.000000,151.410004,150.100006,151.360001,137.099243,2904300
2019-07-29,151.110001,151.479996,150.320007,150.880005,136.664444,2075500
2019-07-30,150.000000,150.399994,149.220001,149.770004,135.659058,2632700
2019-07-31,149.699997,150.179993,146.389999,148.240005,134.273209,3722900
2019-08-01,148.899994,152.820007,148.500000,150.320007,136.157242,6344000
2019-08-02,149.029999,152.949997,145.589996,147.250000,133.376480,8101700
2019-08-05,144.979996,145.100006,139.149994,140.759995,127.497932,7114900
2019-08-06,142.029999,142.470001,139.309998,140.729996,127.470772,5070700
2019-08-07,138.740005,139.580002,136.410004,139.110001,126.003403,5931900
2019-08-08,138.449997,140.419998,137.759995,140.100006,128.395340,5261100
2019-08-09,139.270004,139.309998,135.350006,136.130005,124.757004,5244600
2019-08-12,135.660004,135.869995,133.179993,133.669998,122.502525,4083900
2019-08-13,133.800003,136.570007,132.809998,135.789993,124.445419,4522100
2019-08-14,133.910004,134.160004,130.979996,131.250000,120.284714,5114200
2019-08-15,131.220001,132.369995,130.250000,131.919998,120.898735,3738900
2019-08-16,133.039993,134.589996,132.949997,133.759995,122.585007,3012000
2019-08-19,134.880005,136.330002,134.880005,135.039993,123.758080,3165100
2019-08-20,135.240005,135.279999,132.809998,133.000000,121.888512,3018600
2019-08-21,134.960007,135.940002,133.800003,134.250000,123.034081,2805700
2019-08-22,134.690002,135.679993,133.809998,134.320007,123.098236,2694900
2019-08-23,133.630005,134.259995,128.830002,129.570007,118.745079,4818400
2019-08-26,131.050003,131.300003,129.160004,129.990005,119.129982,2833900
2019-08-27,131.199997,131.699997,130.309998,131.169998,120.211388,4728000
2019-08-28,130.440002,132.889999,130.039993,132.759995,121.668549,2713600
2019-08-29,134.179993,135.690002,134.039993,134.880005,123.611458,2971800
2019-08-30,135.580002,136.070007,134.360001,135.529999,124.207146,2960600
